Material Topic,GRI Standard / Other Source,Disclosure,Location,Requirement(s) Omitted,Omission - Reason,Omission - Explanation,GRI Sector Standard Ref. No.
Energy efficiency and minimize carbon footprint,GRI 302: Energy 2016,302-2 Energy consumption outside of the organization,,"a, b, c",Information unavailable / incomplete,"Some information is unavailable, and the rest is not audited",11.1.2
Energy efficiency and minimize carbon footprint,GRI 302: Energy 2016,302-3 Energy intensity,"37, 83",,,,11.1.3
Energy efficiency and minimize carbon footprint,GRI 305: Emissions 2016,305-1 Direct (Scope 1) GHG emissions,"37, 82",,,,11.1.5
Energy efficiency and minimize carbon footprint,GRI 305: Emissions 2016,305-2 Energy indirect (Scope 2) GHG emissions,"37, 82",,,,11.1.6
Energy efficiency and minimize carbon footprint,GRI 305: Emissions 2016,305-3 Other indirect (Scope 3) GHG emissions,,a - g,Information unavailable / incomplete,"Some information is unavailable, and the rest is not audited",11.1.7
Energy efficiency and minimize carbon footprint,GRI 305: Emissions 2016,305-4 GHG emissions intensity,"37, 82",,,,11.1.8
Energy efficiency and minimize carbon footprint,GRI 305: Emissions 2016,305-5 Reduction of GHG emissions,"37, 82",,,,11.2.3
Biodiversity Management,GRI 3: Material Topics 2021,3-3 Management of material topics,31,,,,11.4.1
Biodiversity Management,GRI 304: Biodiversity 2016,"304-1 Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,a,Information unavailable / incomplete,,11.4.2
Biodiversity Management,GRI 304: Biodiversity 2016,"304-2 Significant impacts of activities, products and services on biodiversity",,"a, b",Information unavailable / incomplete,,11.4.3
Biodiversity Management,GRI 304: Biodiversity 2016,304-3 Habitats protected or restored,,a - d,Information unavailable / incomplete,,11.4.4
Biodiversity Management,GRI 304: Biodiversity 2016,304-4 IUCN Red List species and national conservation list species with habitats in areas affected by operations,,a,Information unavailable / incomplete,,11.4.5
Waste management,GRI 3: Material Topics 2021,3-3 Management of material topics,32,,,,11.5.1
Waste management,GRI 306: Waste 2020,306-1 Waste generation and significant waste-related impacts,32 - 33,,,,11.5.2
Waste management,GRI 306: Waste 2020,306-2 Management of significant waste-related impacts,32,,,,11.5.3
Waste management,GRI 306: Waste 2020,306-3 Waste generated,83 - 84,,,,11.5.4
Waste management,GRI 306: Waste 2020,306-4 Waste diverted from disposal,83 - 84,,,,11.5.5
Waste management,GRI 306: Waste 2020,306-5 Waste directed to disposal,83 - 84,,,,11.5.6
Water management,GRI 3: Material Topics 2021,3-3 Management of material topics,39,,,,11.6.1
Water management,GRI 303: Water and Effluents 2018,303-1 Interactions with water as a shared resource,39,,,,11.6.2
Water management,GRI 303: Water and Effluents 2018,303-2 Management of water discharge-related impacts,39,,,,11.6.3
Water management,GRI 303: Water and Effluents 2018,303-3 Water withdrawal,"39, 81",,,,11.6.4
Water management,GRI 303: Water and Effluents 2018,303-4 Water discharge,81,,,,11.6.5
Water management,GRI 303: Water and Effluents 2018,303-5 Water consumption,39,,,,11.6.6
Occupational health & safety management,GRI 3: Material Topics 2021,3-3 Management of material topics,42,,,,11.9.1
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,403-1 Occupational health and safety management system,"42, 43, 89",,,,11.9.2
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,"403-2 Hazard identification, risk assessment, and incident investigation",43,,,,11.9.3
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,403-3 Occupational health services,44,,,,11.9.4
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,"403-4 Worker participation, consultation, and communication on occupational health and safety","42, 44",,,,11.9.5
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,403-5 Worker training on occupational health and safety,42,,,,11.9.6
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,403-6 Promotion of worker health,"44, 46",,,,11.9.7
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,403-7 Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,"43, 44",,,,11.9.8
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,403-8 Workers covered by an occupational health and safety management system,90,,,,11.9.9
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,403-9 Work-related injuries,91,,,,11.9.10
Occupational health & safety management,GRI 403: Occupational Health and Safety 2018,403-10 Work-related ill health,92,,,,11.9.11
Employer of choice,GRI 3: Material Topics 2021,3-3 Management of material topics,"45, 46, 47",,,,"11.10.1, 11.11.1, 11.18.1"
Employer of choice,GRI 401: Employment 2016,401-1 New employee hires and employee turnover,"46, 86 - 88",,,,11.10.2
Employer of choice,GRI 401: Employment 2016,401-2 Benefits provided to full-time employees that are not provided to temporary or part-time employees,,"a, b",Confidentiality constraints,Confidentiality constraints,11.10.3
Employer of choice,GRI 401: Employment 2016,401-3 Parental leave,"49, 89",,,,"11.10.4, 11.11.3"
Employer of choice,GRI 402: Labor/Management Relations 2016,402-1 Minimum notice periods regarding operational changes,90,,,,11.10.5
Employer of choice,GRI 404: Training and Education 2016,404-1 Average hours of training per year per employee,90,,,,"11.10.6, 11.11.4"
Employer of choice,GRI 404: Training and Education 2016,404-2 Programs for upgrading employee skills and transition assistance programs,48,,,,11.10.7
Employer of choice,GRI 202: Market Presence 2016,202-2 Proportion of senior management hired from the local community,90,,,,11.11.2
Employer of choice,GRI 405: Diversity and Equal Opportunity 2016,405-1 Diversity of governance bodies and employees,84 - 86,,,,11.11.5
Employer of choice,GRI 405: Diversity and Equal Opportunity 2016,405-2 Ratio of basic salary and remuneration of women to men,90,,,,11.11.6
Employer of choice,GRI 406: Nondiscrimination 2016,406-1 Incidents of discrimination and corrective actions taken,90,,,,11.11.7
Employer of choice,GRI 410: Security Practices 2016,410-1 Security personnel trained in human rights policies or procedures,90,,,,11.18.2
Employer of choice,GRI 201: Economic Performance 2016,201-3 Defined benefit plan obligations and other retirement plans,89,,,,
Forced or compulsory labor,GRI 3: Material Topics 2021,3-3 Management of material topics,45,,,,11.12.1
Forced or compulsory labor,GRI 409: Forced or Compulsory Labor 2016,409-1 Operations and suppliers at significant risk for incidents of forced or compulsory labor,90,,,,11.12.2
Communities wellbeing,GRI 3: Material Topics 2021,3-3 Management of material topics,52,,,,"11.15.1, 11.14.1, 11.16.1"
Communities wellbeing,GRI 413: Local Communities 2016,"413-1 Operations with local community engagement, impact assessments, and development programs","52, 59",,,,11.15.2
Communities wellbeing,GRI 413: Local Communities 2016,413-1 Operations with significant actual and potential negative impacts on local communities,52,,,,11.15.3
Communities wellbeing,GRI 201: Economic Performance 2016,201-1 Direct economic value generated and distributed,78,,,,11.14.2
Communities wellbeing,GRI 202: Market Presence 2016,202-2 Proportion of senior management hired from the local community,90,,,,11.14.3
Communities wellbeing,GRI 203: Indirect Economic Impacts 2016,203-1 Infrastructure investments and services supported,55,,,,11.14.4
Communities wellbeing,GRI 203: Indirect Economic Impacts 2016,203-2 Significant indirect economic impacts,55 – 56,,,,11.14.5
Communities wellbeing,GRI 204: Procurement Practices 2016,204-1 Proportion of spending on local suppliers,78,,,,11.14.6
Business partner of choice,GRI 3: Material Topics 2021,3-3 Management of material topics,"60, 64",,,,
Business partner of choice,GRI 414: Supplier Social Assessment 2016,414-1 New suppliers that were screened using social criteria,65,,,,"11.10.8, 11.12.3"
Business partner of choice,GRI 414: Supplier Social Assessment 2016,414-2 Negative social impacts in the supply chain and actions taken,,a - e,information unavailable / incomplete,No negative feedback in 2023,11.10.9
Good governance,GRI 3: Material Topics 2021,3-3 Management of material topics,67,,,,"11.20.1, 11.21.1, 11.22.1"
Good governance,GRI 205: Anti-corruption 2016,205-1 Operations assessed for risks related to corruption,72,,,,11.20.2
Good governance,GRI 205: Anti-corruption 2016,205-2 Communication and training about anti-corruption policies and procedures,"71, 79",,,,11.20.3
Good governance,GRI 205: Anti-corruption 2016,205-3 Confirmed incidents of corruption and actions taken,72,,,,11.20.4
Good governance,GRI 201: Economic Performance 2016,201-1 Direct economic value generated and distributed,78,,,,11.21.2
Good governance,GRI 201: Economic Performance 2016,201-4 Financial assistance received from government,78,,,,11.21.3
Good governance,GRI 207: Tax 2019,207-1 Approach to tax,73,,,,11.21.4
Good governance,GRI 207: Tax 2019,"207-2 Tax governance, control, and risk management",73,,,,11.21.5
Good governance,GRI 207: Tax 2019,207-3 Stakeholder engagement and management of concerns related to tax,73,,,,11.21.6
Good governance,GRI 207: Tax 2019,207-4 Country-by-country reporting,78,,,,11.21.7
Good governance,GRI 415: Public Policy 2016,415-1 Political contributions,72,,,,11.22.2
Risk and crisis management,GRI 3: Material Topics 2021,3-3 Management of material topics,74,,,,11.2.1
Risk and crisis management,GRI 201: Economic Performance 2016,201-2 Financial implications and other risks and opportunities due to climate change,74,,,,11.2.2
Investment community engagement,GRI 3: Material Topics 2021,3-3 Management of material topics,75,,,,
"Information Technology (IT), Digital Transformation, and Cybersecurity",GRI 3: Material Topics 2021,3-3 Management of material topics,76,,,,
