unit_id,standard_id,standard_name,standard_type,disclosure_id,disclosure_name,requirement_id,requirement_text,requirement_type,is_omittable,year,hierarchy_level,parent_requirement
GRI2-2021-D2-19-Ra-i,GRI 2,General Disclosures,universal,2-19,Remuneration policies,a.i,"describe the remuneration policies for members of the highest governance body and senior executives, including: fixed pay and variable pay;",shall,True,2021,2,a
GRI2-2021-D2-19-Ra-ii,GRI 2,General Disclosures,universal,2-19,Remuneration policies,a.ii,"describe the remuneration policies for members of the highest governance body and senior executives, including: sign-on bonuses or recruitment incentive payments;",shall,True,2021,2,a
GRI2-2021-D2-19-Ra-iii,GRI 2,General Disclosures,universal,2-19,Remuneration policies,a.iii,"describe the remuneration policies for members of the highest governance body and senior executives, including: termination payments;",shall,True,2021,2,a
GRI2-2021-D2-19-Ra-iv,GRI 2,General Disclosures,universal,2-19,Remuneration policies,a.iv,"describe the remuneration policies for members of the highest governance body and senior executives, including: clawbacks;",shall,True,2021,2,a
GRI2-2021-D2-19-Ra-v,GRI 2,General Disclosures,universal,2-19,Remuneration policies,a.v,"describe the remuneration policies for members of the highest governance body and senior executives, including: retirement benefits;",shall,True,2021,2,a
GRI2-2021-D2-19-Rb,GRI 2,General Disclosures,universal,2-19,Remuneration policies,b,"describe how the remuneration policies for members of the highest governance body and senior executives relate to their objectives and performance in relation to the management of the organization’s impacts on the economy, environment, and people.",shall,True,2021,1,
GRI2-2021-D2-20-Ra-i,GRI 2,General Disclosures,universal,2-20,Process to determine remuneration,a.i,"describe the process for designing its remuneration policies and for determining remuneration, including: whether independent highest governance body members or an independent remuneration committee oversees the process for determining remuneration;",shall,True,2021,2,a
GRI2-2021-D2-20-Ra-ii,GRI 2,General Disclosures,universal,2-20,Process to determine remuneration,a.ii,"describe the process for designing its remuneration policies and for determining remuneration, including: how the views of stakeholders (including shareholders) regarding remuneration are sought and taken into consideration;",shall,True,2021,2,a
GRI2-2021-D2-20-Ra-iii,GRI 2,General Disclosures,universal,2-20,Process to determine remuneration,a.iii,"describe the process for designing its remuneration policies and for determining remuneration, including: whether remuneration consultants are involved in determining remuneration and, if so, whether they are independent of the organization, its highest governance body and senior executives;",shall,True,2021,2,a
GRI2-2021-D2-20-Rb,GRI 2,General Disclosures,universal,2-20,Process to determine remuneration,b,"report the results of votes of stakeholders (including shareholders) on remuneration policies and proposals, if applicable. Remuneration policies are established to ensure that the remuneration arrangements help",shall,True,2021,1,
GRI2-2021-D2-21-Ra,GRI 2,General Disclosures,universal,2-21,Annual total compensation ratio,a,report the ratio of the annual total compensation for the organization’s highest-paid individual to the median annual total compensation for all employees(excluding the highest-paid individual);,shall,True,2021,1,
GRI2-2021-D2-21-Rb,GRI 2,General Disclosures,universal,2-21,Annual total compensation ratio,b,report the ratio of the percentage increase in annual total compensation for the organization’s highest-paid individual to the median percentage increase in annual total compensation for all employees (excluding the highest-paid individual);,shall,True,2021,1,
GRI2-2021-D2-21-Rc,GRI 2,General Disclosures,universal,2-21,Annual total compensation ratio,c,report contextual information necessary to understand the data and how the data has been compiled.,shall,True,2021,1,
GRI2-2021-D2-22-Ra,GRI 2,General Disclosures,universal,2-22,Statement on sustainable development,a,report a statement from the highest governance body or most senior executive of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development. The organization should describe:,shall,True,2021,1,
GRI2-2021-D2-23-Ra-i,GRI 2,General Disclosures,universal,2-23,Policy commitments,a.i,"describe its policy commitments for responsible business conduct, including: the authoritative intergovernmental instruments that the commitments reference;",shall,True,2021,2,a
GRI2-2021-D2-23-Ra-ii,GRI 2,General Disclosures,universal,2-23,Policy commitments,a.ii,"describe its policy commitments for responsible business conduct, including: whether the commitments stipulate conducting due diligence;",shall,True,2021,2,a
GRI2-2021-D2-23-Ra-iii,GRI 2,General Disclosures,universal,2-23,Policy commitments,a.iii,"describe its policy commitments for responsible business conduct, including: whether the commitments stipulate applying the precautionary principle;",shall,True,2021,2,a
GRI2-2021-D2-23-Ra-iv,GRI 2,General Disclosures,universal,2-23,Policy commitments,a.iv,"describe its policy commitments for responsible business conduct, including: whether the commitments stipulate respecting human rights;",shall,True,2021,2,a
GRI2-2021-D2-23-Rb-i,GRI 2,General Disclosures,universal,2-23,Policy commitments,b.i,"describe its specific policy commitment to respect human rights, including: the internationally recognized human rights that the commitment covers;",shall,True,2021,2,b
GRI2-2021-D2-23-Rb-ii,GRI 2,General Disclosures,universal,2-23,Policy commitments,b.ii,"describe its specific policy commitment to respect human rights, including: the categories of stakeholders, including at-risk or vulnerable groups, that the organization gives particular attention to in the commitment;",shall,True,2021,2,b
GRI2-2021-D2-23-Rc,GRI 2,General Disclosures,universal,2-23,Policy commitments,c,"provide links to the policy commitments if publicly available, or, if the policy commitments are not publicly available, explain the reason for this;",shall,True,2021,1,
GRI2-2021-D2-23-Rd,GRI 2,General Disclosures,universal,2-23,Policy commitments,d,"report the level at which each of the policy commitments was approved within the organization, including whether this is the most senior level;",shall,True,2021,1,
GRI2-2021-D2-23-Re,GRI 2,General Disclosures,universal,2-23,Policy commitments,e,report the extent to which the policy commitments apply to the organization’s activities and to its business relationships;,shall,True,2021,1,
GRI2-2021-D2-23-Rf,GRI 2,General Disclosures,universal,2-23,Policy commitments,f,"describe how the policy commitments are communicated to workers, business partners, and other relevant parties.",shall,True,2021,1,
GRI2-2021-D2-24-Ra-i,GRI 2,General Disclosures,universal,2-24,Embedding policy commitments,a.i,"describe how it embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships, including: how it allocates responsibility to implement the commitments across different levels within the organization;",shall,True,2021,2,a
GRI2-2021-D2-24-Ra-ii,GRI 2,General Disclosures,universal,2-24,Embedding policy commitments,a.ii,"describe how it embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships, including: how it integrates the commitments into organizational strategies, operational policies, and operational procedures;",shall,True,2021,2,a
GRI2-2021-D2-24-Ra-iii,GRI 2,General Disclosures,universal,2-24,Embedding policy commitments,a.iii,"describe how it embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships, including: how it implements its commitments with and through its business relationships;",shall,True,2021,2,a
GRI2-2021-D2-24-Ra-iv,GRI 2,General Disclosures,universal,2-24,Embedding policy commitments,a.iv,"describe how it embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships, including: training that the organization provides on implementing the commitments.",shall,True,2021,2,a
GRI2-2021-D2-25-Ra,GRI 2,General Disclosures,universal,2-25,Processes to remediate negative,a,describe its commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to;,shall,True,2021,1,
GRI2-2021-D2-25-Rb,GRI 2,General Disclosures,universal,2-25,Processes to remediate negative,b,"describe its approach to identify and address grievances, including the grievance mechanisms that the organization has established or participates in;",shall,True,2021,1,
GRI2-2021-D2-25-Rc,GRI 2,General Disclosures,universal,2-25,Processes to remediate negative,c,describe other processes by which the organization provides for or cooperates in the remediation of negative impacts that it identifies it has caused or contributed to;,shall,True,2021,1,
GRI2-2021-D2-25-Rd,GRI 2,General Disclosures,universal,2-25,Processes to remediate negative,d,"describe how the stakeholders who are the intended users of the grievance mechanisms are involved in the design, review, operation, and improvement of these mechanisms;",shall,True,2021,1,
GRI2-2021-D2-25-Re,GRI 2,General Disclosures,universal,2-25,Processes to remediate negative,e,"describe how the organization tracks the effectiveness of the grievance mechanisms and other remediation processes, and report examples of their effectiveness, including stakeholder feedback.",shall,True,2021,1,
GRI2-2021-D2-26-Ra-i,GRI 2,General Disclosures,universal,2-26,Mechanisms for seeking advice and,a.i,describe the mechanisms for individuals to: seek advice on implementing the organization’s policies and practices for responsible business conduct;,shall,True,2021,2,a
GRI2-2021-D2-26-Ra-ii,GRI 2,General Disclosures,universal,2-26,Mechanisms for seeking advice and,a.ii,describe the mechanisms for individuals to: raise concerns about the organization’s business conduct.,shall,True,2021,2,a
GRI2-2021-D2-27-Ra-i,GRI 2,General Disclosures,universal,2-27,Compliance with laws and regulations,a.i,"report the total number of significant instances of non-compliance with laws and regulations during the reporting period, and a breakdown of this total by: instances for which fines were incurred;",shall,True,2021,2,a
GRI2-2021-D2-27-Ra-ii,GRI 2,General Disclosures,universal,2-27,Compliance with laws and regulations,a.ii,"report the total number of significant instances of non-compliance with laws and regulations during the reporting period, and a breakdown of this total by: instances for which non-monetary sanctions were incurred;",shall,True,2021,2,a
GRI2-2021-D2-27-Rb-i,GRI 2,General Disclosures,universal,2-27,Compliance with laws and regulations,b.i,"report the total number and the monetary value of fines for instances of non- compliance with laws and regulations that were paid during the reporting period, and a breakdown of this total by: fines for instances of non-compliance with laws and regulations that occurred in the current reporting period;",shall,True,2021,2,b
GRI2-2021-D2-27-Rb-ii,GRI 2,General Disclosures,universal,2-27,Compliance with laws and regulations,b.ii,"report the total number and the monetary value of fines for instances of non- compliance with laws and regulations that were paid during the reporting period, and a breakdown of this total by: fines for instances of non-compliance with laws and regulations that occurred in previous reporting periods;",shall,True,2021,2,b
GRI2-2021-D2-27-Rc,GRI 2,General Disclosures,universal,2-27,Compliance with laws and regulations,c,describe the significant instances of non-compliance;,shall,True,2021,1,
GRI2-2021-D2-27-Rd,GRI 2,General Disclosures,universal,2-27,Compliance with laws and regulations,d,describe how it has determined significant instances of non-compliance.,shall,True,2021,1,
GRI2-2021-D2-28-Ra,GRI 2,General Disclosures,universal,2-28,Membership associations,a,"report industry associations, other membership associations, and national or international advocacy organizations in which it participates in a significant role. The organization may have a significant role in an association or advocacy organization when it",shall,True,2021,1,
GRI2-2021-D2-29-Ra-i,GRI 2,General Disclosures,universal,2-29,Approach to stakeholder engagement,a.i,"describe its approach to engaging with stakeholders, including: the categories of stakeholders it engages with, and how they are identified;",shall,True,2021,2,a
GRI2-2021-D2-29-Ra-ii,GRI 2,General Disclosures,universal,2-29,Approach to stakeholder engagement,a.ii,"describe its approach to engaging with stakeholders, including: the purpose of the stakeholder engagement;",shall,True,2021,2,a
GRI2-2021-D2-29-Ra-iii,GRI 2,General Disclosures,universal,2-29,Approach to stakeholder engagement,a.iii,"describe its approach to engaging with stakeholders, including: how the organization seeks to ensure meaningful engagement with stakeholders. Stakeholders are individuals or groups that have interests that are affected or could be affected",shall,True,2021,2,a
GRI2-2021-D2-30-Ra,GRI 2,General Disclosures,universal,2-30,Collective bargaining agreements,a,report the percentage of total employees covered by collective bargaining agreements;,shall,True,2021,1,
GRI2-2021-D2-30-Rb,GRI 2,General Disclosures,universal,2-30,Collective bargaining agreements,b,"for employees not covered by collective bargaining agreements, report whether the organization determines their working conditions and terms of employment based on collective bargaining agreements that cover its other employees or based on collective bargaining agreements from other organizations.",shall,True,2021,1,
GRI301-2016-D301-1-Ra-i,GRI 301,Materials,topic,301-1,Materials used by weight or volume,a.i,"Total weight or volume of materials that are used to produce and package the organization’s primary products and services during the reporting period, by: non-renewable materials used;",shall,True,2016,2,a
GRI301-2016-D301-1-Ra-ii,GRI 301,Materials,topic,301-1,Materials used by weight or volume,a.ii,"Total weight or volume of materials that are used to produce and package the organization’s primary products and services during the reporting period, by: renewable materials used.",shall,True,2016,2,a
GRI301-2016-D301-2-Ra,GRI 301,Materials,topic,301-2,Recycled input materials used,a,Percentage of recycled input materials used to manufacture the organization's primary products and services.,shall,True,2016,1,
GRI301-2016-D301-3-Ra,GRI 301,Materials,topic,301-3,Reclaimed products and their,a,Percentage of reclaimed products and their packaging materials for each product category.,shall,True,2016,1,
GRI301-2016-D301-3-Rb,GRI 301,Materials,topic,301-3,Reclaimed products and their,b,How the data for,shall,True,2016,1,
GRI302-2016-D302-1-Ra,GRI 302,Energy,topic,302-1,Energy consumption within the,a,"Total fuel consumption within the organization from non-renewable sources, in joules or multiples, and including fuel types used.",shall,True,2016,1,
GRI302-2016-D302-1-Rb,GRI 302,Energy,topic,302-1,Energy consumption within the,b,"Total fuel consumption within the organization from renewable sources, in joules or multiples, and including fuel types used.",shall,True,2016,1,
GRI302-2016-D302-1-Rc-i,GRI 302,Energy,topic,302-1,Energy consumption within the,c.i,"In joules, watt-hours or multiples, the total: electricity consumption",shall,True,2016,2,c
GRI302-2016-D302-1-Rc-ii,GRI 302,Energy,topic,302-1,Energy consumption within the,c.ii,"In joules, watt-hours or multiples, the total: heating consumption",shall,True,2016,2,c
GRI302-2016-D302-1-Rc-iii,GRI 302,Energy,topic,302-1,Energy consumption within the,c.iii,"In joules, watt-hours or multiples, the total: cooling consumption",shall,True,2016,2,c
GRI302-2016-D302-1-Rc-iv,GRI 302,Energy,topic,302-1,Energy consumption within the,c.iv,"In joules, watt-hours or multiples, the total: steam consumption",shall,True,2016,2,c
GRI302-2016-D302-1-Rd-i,GRI 302,Energy,topic,302-1,Energy consumption within the,d.i,"In joules, watt-hours or multiples, the total: electricity sold",shall,True,2016,2,d
GRI302-2016-D302-1-Rd-ii,GRI 302,Energy,topic,302-1,Energy consumption within the,d.ii,"In joules, watt-hours or multiples, the total: heating sold",shall,True,2016,2,d
GRI302-2016-D302-1-Rd-iii,GRI 302,Energy,topic,302-1,Energy consumption within the,d.iii,"In joules, watt-hours or multiples, the total: cooling sold",shall,True,2016,2,d
GRI302-2016-D302-1-Rd-iv,GRI 302,Energy,topic,302-1,Energy consumption within the,d.iv,"In joules, watt-hours or multiples, the total: steam sold",shall,True,2016,2,d
GRI302-2016-D302-1-Re,GRI 302,Energy,topic,302-1,Energy consumption within the,e,"Total energy consumption within the organization, in joules or multiples.",shall,True,2016,1,
GRI302-2016-D302-1-Rf,GRI 302,Energy,topic,302-1,Energy consumption within the,f,"Standards, methodologies, assumptions, and/or calculation tools used.",shall,True,2016,1,
GRI302-2016-D302-1-Rg,GRI 302,Energy,topic,302-1,Energy consumption within the,g,Source of the conversion factors used.,shall,True,2016,1,
GRI302-2016-D302-2-Ra,GRI 302,Energy,topic,302-2,Energy consumption outside of the,a,"Energy consumption outside of the organization, in joules or multiples.",shall,True,2016,1,
GRI302-2016-D302-2-Rb,GRI 302,Energy,topic,302-2,Energy consumption outside of the,b,"Standards, methodologies, assumptions, and/or calculation tools used.",shall,True,2016,1,
GRI302-2016-D302-2-Rc,GRI 302,Energy,topic,302-2,Energy consumption outside of the,c,Source of the conversion factors used.,shall,True,2016,1,
GRI302-2016-D302-3-Ra,GRI 302,Energy,topic,302-3,Energy intensity,a,Energy intensity ratio for the organization.,shall,True,2016,1,
GRI302-2016-D302-3-Rb,GRI 302,Energy,topic,302-3,Energy intensity,b,Organization-specific metric (the denominator) chosen to calculate the ratio.,shall,True,2016,1,
GRI302-2016-D302-3-Rc,GRI 302,Energy,topic,302-3,Energy intensity,c,"Types of energy included in the intensity ratio; whether fuel, electricity, heating, cooling, steam, or all.",shall,True,2016,1,
GRI302-2016-D302-3-Rd,GRI 302,Energy,topic,302-3,Energy intensity,d,"Whether the ratio uses energy consumption within the organization, outside of it, or both.",shall,True,2016,1,
GRI302-2016-D302-4-Ra,GRI 302,Energy,topic,302-4,Reduction of energy consumption,a,"Amount of reductions in energy consumption achieved as a direct result of conservation and efficiency initiatives, in joules or multiples.",shall,True,2016,1,
GRI302-2016-D302-4-Rb,GRI 302,Energy,topic,302-4,Reduction of energy consumption,b,"Types of energy included in the reductions; whether fuel, electricity, heating, cooling, steam, or all.",shall,True,2016,1,
GRI302-2016-D302-4-Rc,GRI 302,Energy,topic,302-4,Reduction of energy consumption,c,"Basis for calculating reductions in energy consumption, such as base year or baseline, including the rationale for choosing it.",shall,True,2016,1,
GRI302-2016-D302-4-Rd,GRI 302,Energy,topic,302-4,Reduction of energy consumption,d,"Standards, methodologies, assumptions, and/or calculation tools used.",shall,True,2016,1,
GRI302-2016-D302-5-Ra,GRI 302,Energy,topic,302-5,Reductions in energy requirements of,a,"Reductions in energy requirements of sold products and services achieved during the reporting period, in joules or multiples.",shall,True,2016,1,
GRI302-2016-D302-5-Rb,GRI 302,Energy,topic,302-5,Reductions in energy requirements of,b,"Basis for calculating reductions in energy consumption, such as base year or baseline, including the rationale for choosing it.",shall,True,2016,1,
GRI302-2016-D302-5-Rc,GRI 302,Energy,topic,302-5,Reductions in energy requirements of,c,"Standards, methodologies, assumptions, and/or calculation tools used.",shall,True,2016,1,
GRI303-2018-D303-1-Ra,GRI 303,Water and Effluents,topic,303-1,Interactions with water as a shared,a,"A description of how the organization interacts with water, including how and where water is withdrawn, consumed, and discharged, and the water-related impacts the organization has caused or contributed to, or that are directly linked to its operations, products, or services by its business relationships (e.g., impacts caused by runoff).",shall,True,2018,1,
GRI303-2018-D303-1-Rb,GRI 303,Water and Effluents,topic,303-1,Interactions with water as a shared,b,"A description of the approach used to identify water-related impacts, including the scope of assessments, their timeframe, and any tools or methodologies used.",shall,True,2018,1,
GRI303-2018-D303-1-Rc,GRI 303,Water and Effluents,topic,303-1,Interactions with water as a shared,c,"A description of how water-related impacts are addressed, including how the organization works with stakeholders to steward water as a shared resource, and how it engages with suppliers or customers with significant water-related impacts.",shall,True,2018,1,
GRI303-2018-D303-1-Rd,GRI 303,Water and Effluents,topic,303-1,Interactions with water as a shared,d,"An explanation of the process for setting any water-related goals and targets that are part of the organization’s approach to managing water and effluents, and how they relate to public policy and the local context of each area with water stress.",shall,True,2018,1,
GRI303-2018-D303-2-Ra-i,GRI 303,Water and Effluents,topic,303-2,Management of water discharge-,a.i,"A description of any minimum standards set for the quality of effluent discharge, and how these minimum standards were determined, including: how standards for facilities operating in locations with no local discharge requirements were determined;",shall,True,2018,2,a
GRI303-2018-D303-2-Ra-ii,GRI 303,Water and Effluents,topic,303-2,Management of water discharge-,a.ii,"A description of any minimum standards set for the quality of effluent discharge, and how these minimum standards were determined, including: any internally developed water quality standards or guidelines;",shall,True,2018,2,a
GRI303-2018-D303-2-Ra-iii,GRI 303,Water and Effluents,topic,303-2,Management of water discharge-,a.iii,"A description of any minimum standards set for the quality of effluent discharge, and how these minimum standards were determined, including: any sector-specific standards considered;",shall,True,2018,2,a
GRI303-2018-D303-2-Ra-iv,GRI 303,Water and Effluents,topic,303-2,Management of water discharge-,a.iv,"A description of any minimum standards set for the quality of effluent discharge, and how these minimum standards were determined, including: whether the profile of the receiving waterbody was considered.",shall,True,2018,2,a
GRI303-2018-D303-3-Ra-i,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,a.i,"Total water withdrawal from all areas in megaliters, and a breakdown of this total by the following sources, if applicable: Surface water;",shall,True,2018,2,a
GRI303-2018-D303-3-Ra-ii,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,a.ii,"Total water withdrawal from all areas in megaliters, and a breakdown of this total by the following sources, if applicable: Groundwater;",shall,True,2018,2,a
GRI303-2018-D303-3-Ra-iii,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,a.iii,"Total water withdrawal from all areas in megaliters, and a breakdown of this total by the following sources, if applicable: Seawater;",shall,True,2018,2,a
GRI303-2018-D303-3-Ra-iv,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,a.iv,"Total water withdrawal from all areas in megaliters, and a breakdown of this total by the following sources, if applicable: Produced water;",shall,True,2018,2,a
GRI303-2018-D303-3-Ra-v,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,a.v,"Total water withdrawal from all areas in megaliters, and a breakdown of this total by the following sources, if applicable: Third-party water.",shall,True,2018,2,a
GRI303-2018-D303-3-Rb-i,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,b.i,"Total water withdrawal from all areas with water stress in megaliters, and a breakdown of this total by the following sources, if applicable: Surface water;",shall,True,2018,2,b
GRI303-2018-D303-3-Rb-ii,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,b.ii,"Total water withdrawal from all areas with water stress in megaliters, and a breakdown of this total by the following sources, if applicable: Groundwater;",shall,True,2018,2,b
GRI303-2018-D303-3-Rb-iii,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,b.iii,"Total water withdrawal from all areas with water stress in megaliters, and a breakdown of this total by the following sources, if applicable: Seawater;",shall,True,2018,2,b
GRI303-2018-D303-3-Rb-iv,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,b.iv,"Total water withdrawal from all areas with water stress in megaliters, and a breakdown of this total by the following sources, if applicable: Produced water;",shall,True,2018,2,b
GRI303-2018-D303-3-Rb-v,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,b.v,"Total water withdrawal from all areas with water stress in megaliters, and a breakdown of this total by the following sources, if applicable: Third-party water, and a breakdown of this total by the withdrawal sources listed in i-iv.",shall,True,2018,2,b
GRI303-2018-D303-3-Rc-i,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,c.i,"A breakdown of total water withdrawal from each of the sources listed in Disclosures 303-3-a and 303-3-b in megaliters by the following categories: Freshwater (≤1,000 mg/L Total Dissolved Solids);",shall,True,2018,2,c
GRI303-2018-D303-3-Rc-ii,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,c.ii,"A breakdown of total water withdrawal from each of the sources listed in Disclosures 303-3-a and 303-3-b in megaliters by the following categories: Other water (>1,000 mg/L Total Dissolved Solids).",shall,True,2018,2,c
GRI303-2018-D303-3-Rd,GRI 303,Water and Effluents,topic,303-3,Water withdrawal,d,"Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.",shall,True,2018,1,
GRI303-2018-D303-4-Ra-i,GRI 303,Water and Effluents,topic,303-4,Water discharge,a.i,"Total water discharge to all areas in megaliters, and a breakdown of this total by the following types of destination, if applicable: Surface water;",shall,True,2018,2,a
GRI303-2018-D303-4-Ra-ii,GRI 303,Water and Effluents,topic,303-4,Water discharge,a.ii,"Total water discharge to all areas in megaliters, and a breakdown of this total by the following types of destination, if applicable: Groundwater;",shall,True,2018,2,a
GRI303-2018-D303-4-Ra-iii,GRI 303,Water and Effluents,topic,303-4,Water discharge,a.iii,"Total water discharge to all areas in megaliters, and a breakdown of this total by the following types of destination, if applicable: Seawater;",shall,True,2018,2,a
GRI303-2018-D303-4-Ra-iv,GRI 303,Water and Effluents,topic,303-4,Water discharge,a.iv,"Total water discharge to all areas in megaliters, and a breakdown of this total by the following types of destination, if applicable: Third-party water, and the volume of this total sent for use to other organizations, if applicable.",shall,True,2018,2,a
GRI303-2018-D303-4-Rb-i,GRI 303,Water and Effluents,topic,303-4,Water discharge,b.i,"A breakdown of total water discharge to all areas in megaliters by the following categories: Freshwater (≤1,000 mg/L Total Dissolved Solids);",shall,True,2018,2,b
GRI303-2018-D303-4-Rb-ii,GRI 303,Water and Effluents,topic,303-4,Water discharge,b.ii,"A breakdown of total water discharge to all areas in megaliters by the following categories: Other water (>1,000 mg/L Total Dissolved Solids).",shall,True,2018,2,b
GRI303-2018-D303-4-Rc-i,GRI 303,Water and Effluents,topic,303-4,Water discharge,c.i,"Total water discharge to all areas with water stress in megaliters, and a breakdown of this total by the following categories: Freshwater (≤1,000 mg/L Total Dissolved Solids);",shall,True,2018,2,c
GRI303-2018-D303-4-Rc-ii,GRI 303,Water and Effluents,topic,303-4,Water discharge,c.ii,"Total water discharge to all areas with water stress in megaliters, and a breakdown of this total by the following categories: Other water (>1,000 mg/L Total Dissolved Solids).",shall,True,2018,2,c
GRI303-2018-D303-4-Rd-i,GRI 303,Water and Effluents,topic,303-4,Water discharge,d.i,"Priority substances of concern for which discharges are treated, including: how priority substances of concern were defined, and any international standard, authoritative list, or criteria used;",shall,True,2018,2,d
GRI303-2018-D303-4-Rd-ii,GRI 303,Water and Effluents,topic,303-4,Water discharge,d.ii,"Priority substances of concern for which discharges are treated, including: the approach for setting discharge limits for priority substances of concern;",shall,True,2018,2,d
GRI303-2018-D303-4-Rd-iii,GRI 303,Water and Effluents,topic,303-4,Water discharge,d.iii,"Priority substances of concern for which discharges are treated, including: number of incidents of non-compliance with discharge limits.",shall,True,2018,2,d
GRI303-2018-D303-4-Re,GRI 303,Water and Effluents,topic,303-4,Water discharge,e,"Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.",shall,True,2018,1,
GRI303-2018-D303-5-Ra,GRI 303,Water and Effluents,topic,303-5,Water consumption,a,Total water consumption from all areas in megaliters.,shall,True,2018,1,
GRI303-2018-D303-5-Rb,GRI 303,Water and Effluents,topic,303-5,Water consumption,b,Total water consumption from all areas with water stress in megaliters.,shall,True,2018,1,
GRI303-2018-D303-5-Rc,GRI 303,Water and Effluents,topic,303-5,Water consumption,c,"Change in water storage in megaliters, if water storage has been identified as having a significant water-related impact.",shall,True,2018,1,
GRI303-2018-D303-5-Rd,GRI 303,Water and Effluents,topic,303-5,Water consumption,d,"Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used, including whether the information is calculated, estimated, modeled, or sourced from direct measurements, and the approach taken for this, such as the use of any sector-specific factors.",shall,True,2018,1,
GRI304-2016-D304-1-Ra-i,GRI 304,Biodiversity,topic,304-1,"Operational sites owned, leased,",a.i,"For each operational site owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas, the following information: Geographic location;",shall,True,2016,2,a
GRI304-2016-D304-1-Ra-ii,GRI 304,Biodiversity,topic,304-1,"Operational sites owned, leased,",a.ii,"For each operational site owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas, the following information: Subsurface and underground land that may be owned, leased, or managed by the organization;",shall,True,2016,2,a
GRI304-2016-D304-1-Ra-iii,GRI 304,Biodiversity,topic,304-1,"Operational sites owned, leased,",a.iii,"For each operational site owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas, the following information: Position in relation to the protected area (in the area, adjacent to, or containing portions of the protected area) or the high biodiversity value area outside protected areas;",shall,True,2016,2,a
GRI304-2016-D304-1-Ra-iv,GRI 304,Biodiversity,topic,304-1,"Operational sites owned, leased,",a.iv,"For each operational site owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas, the following information: Type of operation (office, manufacturing or production, or extractive);",shall,True,2016,2,a
GRI304-2016-D304-1-Ra-v,GRI 304,Biodiversity,topic,304-1,"Operational sites owned, leased,",a.v,"For each operational site owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas, the following information: Size of operational site in km2 (or another unit, if appropriate);",shall,True,2016,2,a
GRI304-2016-D304-1-Ra-vi,GRI 304,Biodiversity,topic,304-1,"Operational sites owned, leased,",a.vi,"For each operational site owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas, the following information: Biodiversity value characterized by the attribute of the protected area or area of high biodiversity value outside the protected area (terrestrial, freshwater, or maritime ecosystem);",shall,True,2016,2,a
GRI304-2016-D304-1-Ra-vii,GRI 304,Biodiversity,topic,304-1,"Operational sites owned, leased,",a.vii,"For each operational site owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas, the following information: Biodiversity value characterized by listing of protected status (such as IUCN Protected Area Management Categories, Ramsar Convention, national legislation).",shall,True,2016,2,a
GRI304-2016-D304-2-Ra-i,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",a.i,"Nature of significant direct and indirect impacts on biodiversity with reference to one or more of the following: Construction or use of manufacturing plants, mines, and transport infrastructure;",shall,True,2016,2,a
GRI304-2016-D304-2-Ra-ii,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",a.ii,Nature of significant direct and indirect impacts on biodiversity with reference to one or more of the following: Pollution (introduction of substances that do not naturally occur in the habitat from point and non-point sources);,shall,True,2016,2,a
GRI304-2016-D304-2-Ra-iii,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",a.iii,"Nature of significant direct and indirect impacts on biodiversity with reference to one or more of the following: Introduction of invasive species, pests, and pathogens;",shall,True,2016,2,a
GRI304-2016-D304-2-Ra-iv,GRI 304,Biodiversity,topic,304-2,"Significant impacts of activities,",a.iv,Nature of significant direct and indirect impacts on biodiversity with reference to one or more of the following: Reduction of species;,shall,True,2016,2,a
